event_index,victim,original_v1_id,assigned_v2_id,replacement_policy,conflict_reason,floor_code,tier_index,replacement_floor_code,replacement_tier_index,incident_block,incident_transaction
269,0xA4074Ba612888227A9b9ac15cf7918F087A0DC47,2963,2963,exact-id,,1,0,1,0,34962778,0x8570146efb3ecc5de961fbdf1f483d6d8fdfc4b0fc5180d8a17c453914fb6555
270,0x8ABd6925DccE4b8b7f6F8F0f51bD0CF1B2707357,3462,3462,exact-id,,3,1,3,1,34962794,0xb94b5229ae5c7ed2dcc8cc2e9c0473054733025a64620b096c88e08ba896526a
271,0xA41f33aEA06e772Af57377B9e0c3816918bdaC40,4156,4156,exact-id,,0,0,0,0,34962809,0xcff37a0c82bba2f983f6efa7730c2550bd198f44833340f0e7e2732e175085c3
272,0x8ABd6925DccE4b8b7f6F8F0f51bD0CF1B2707357,4259,266,same-floor-same-tier,pause-block-holder,2,0,2,0,34962823,0x55b80e38fcdb04691b7cd273245789f77762621f11308c712d6b5aee44d11787
273,0xA4074Ba612888227A9b9ac15cf7918F087A0DC47,4270,4270,exact-id,,2,0,2,0,34962838,0x6b06d2032b0d4272db5ca89db16dfcb380347c72fa0d5244087bc48801641727
274,0x71F9CCd68bf1f5F9b571f509E0765A04ca4fFad2,3514,3514,exact-id,,6,0,6,0,34963182,0xe652ec181011c6684c8bc42806d9513df2824d28e26b7c5d1d0071dff54d016f
275,0xDb363862E5e73a7ce226730de475C507547cD4c2,948,948,exact-id,,8,0,8,0,34963305,0xb0b767154e52483f2fe0174f1cecfac4164458cf4e3c826ddaf7c661f51bc54a
276,0xE595Ed0eee63FE6ceB3e6b6770B9D826223a3737,1685,1685,exact-id,,0,0,0,0,34963321,0xde86934e9b7a4c6dfe6e2ec167d95d586656835c172b6b6789b07aa339546f02
277,0xE595Ed0eee63FE6ceB3e6b6770B9D826223a3737,70,206,same-floor-same-tier,repeated-incident-id,3,0,3,0,34966773,0xf7e4af08a0333f371625fe17bc097afbcca461f13105522eb5826c6d482e2900
278,0x71F9CCd68bf1f5F9b571f509E0765A04ca4fFad2,103,103,exact-id,,8,1,8,1,34966785,0x78633690da85647f7541dc8b3220738a5d7fe1c457b76ed09f2fd0bdd8d510d4
279,0x4CFD59Ad1d7236Af5C98248435B38e96554CD15B,196,2216,same-floor-same-tier,pause-block-holder,8,1,8,1,34966800,0xbbfae485a2a5ffa6ddceb3302544361f6f1a388a8cf3cf2c7994711b1e1b2eea
280,0x16F5EF133d0D15B196A778d22BF1ec56f8f37C05,234,234,exact-id,,0,1,0,1,34966816,0x4177f358bd5a7e1e4416fd053e14d2ea44efacec7db113fa2784fe4ded211a74
281,0x2c875d3CEAFC35915715f213e10Ba2e53277F2f1,248,248,exact-id,,9,1,9,1,34966831,0x87652178febd4eef01aaf4b7fc52b75ee2ee26721c47dbdf250be1cd49ba3fc9
282,0x7777de7a669c6E76e059fae0e15a0Ea041FD752c,725,1582,same-floor-same-tier,pause-block-holder,8,0,8,0,34966846,0x29c4f99770addc9482b8d8d971f8c7cfa699aca665b2d69de321928919e43bd9
283,0x16F5EF133d0D15B196A778d22BF1ec56f8f37C05,943,161,same-floor-same-tier,pause-block-holder,8,2,8,2,34966861,0x338c7aae01f2a0e8b7629bf638bb377b9b2ac4c36704fa055470ede7c51d7e69
284,0x71F9CCd68bf1f5F9b571f509E0765A04ca4fFad2,1030,1030,exact-id,,6,0,6,0,34966876,0x32a3096963c262c9057c2f3dd7794a5c637bc7f03eb037e4dabe7731e1d04c34
285,0x71F9CCd68bf1f5F9b571f509E0765A04ca4fFad2,1385,1385,exact-id,,9,2,9,2,34966891,0x226ead0a045c86001afe074c52019d9c4fad09d8b01c8f06df44e03a0aa48043
286,0x50d31D668B43EB05CFA2e76C46D6F3cb8d206f13,1507,995,same-floor-same-tier,repeated-incident-id,7,1,7,1,34966907,0x0809d904f3d0a41cffef44eedfce831ea76570aab9c8c946290ae2d327dca324
287,0x16F5EF133d0D15B196A778d22BF1ec56f8f37C05,1904,1904,exact-id,,5,0,5,0,34966920,0x7e65da8b5d6cedbb705af3a2dd7663f7fd93e8c6a69e2955b5db84a359b94def
288,0x16F5EF133d0D15B196A778d22BF1ec56f8f37C05,2017,2017,exact-id,,6,0,6,0,34966936,0xf1e174cfc262698410b3b314d5c86c90f45c3ee0e6a9a2fb5d2cf4f8d002ac2c
289,0x16F5EF133d0D15B196A778d22BF1ec56f8f37C05,2339,2339,exact-id,,3,0,3,0,34966951,0xb7d08966d0044e1c2c015494b818417942950b8ae290f262a95ff58fc8379b0c
290,0x71F9CCd68bf1f5F9b571f509E0765A04ca4fFad2,2348,2348,exact-id,,5,0,5,0,34966966,0x2250e6ad95cb1862c34dda07479c5153ab5b036991b38c62074e48ec7eff5677
291,0x71F9CCd68bf1f5F9b571f509E0765A04ca4fFad2,2363,2363,exact-id,,1,0,1,0,34966981,0xc60aec5b71860adaabeec4d69393c28a2a6fc993e081792b32521fa0959e573a
292,0x4CFD59Ad1d7236Af5C98248435B38e96554CD15B,2388,2388,exact-id,,2,0,2,0,34966996,0xec5b2da57a6f91354a79fa6ef667398be1bcea9f2b618518304920ba1bccfd10
293,0xCa16b6208EfA84e543D48904f853265Bc2705Cc1,2392,2392,exact-id,,6,2,6,2,34967011,0xa1836d92ec227312c8daffb33d904ddaf6c00b86352d4b5374cad7b9b3b349db
294,0x71F9CCd68bf1f5F9b571f509E0765A04ca4fFad2,2524,2524,exact-id,,8,1,8,1,34967022,0xf984e416948fc5735ca783e9734aba6eadb7cb925f684deb3a5bcff9e107eeab
295,0xE595Ed0eee63FE6ceB3e6b6770B9D826223a3737,2533,2533,exact-id,,4,0,4,0,34967040,0x8719e9bb26a0d083ce242c8bb9ad1f0189f57a71ff960b8c60f0d81bea822960
296,0xCa16b6208EfA84e543D48904f853265Bc2705Cc1,2536,2536,exact-id,,5,1,5,1,34967053,0xa36e7662e379ab86774b749b93ae1531db8b7463dba733bf7ee545cdd34087e9
297,0xA7f5c35464f41cCC9a227642AE0dA88c79564B32,2729,2729,exact-id,,9,0,9,0,34967068,0xa6a1672e941298cb0918f24b824749562d9b382610c5b9e690dcc14758d9756f
298,0x71F9CCd68bf1f5F9b571f509E0765A04ca4fFad2,2792,2792,exact-id,,7,1,7,1,34967086,0x5f9bf11a4e503f64a9020ed5115188bfab493cb2ea1ede166fbf49691b82ca53
299,0xA4074Ba612888227A9b9ac15cf7918F087A0DC47,3000,3000,exact-id,,4,1,4,1,34967103,0xa6dd7acced2e34e447a7f80691aa92ade67df0eba8a38cbf41562bfaca646211
300,0x4CFD59Ad1d7236Af5C98248435B38e96554CD15B,3164,3164,exact-id,,3,0,3,0,34967118,0xcb2247f46151d6312be46223e359d15238e7c5957390f8df8b75185fc6dcbda6
301,0x9ef02557bB81557d5FCE437b4FE59b08C724a5D2,3166,197,same-floor-same-tier,repeated-incident-id,1,1,1,1,34967133,0xd81aa1149d37282235c76296660c702c9717a4c048421a7905e0bb1eb117a4c8
302,0x6182f11063028fe5D4E38eA6E281FFb7E5E2d13B,3199,138,same-floor-same-tier,pause-block-holder,5,0,5,0,34967148,0x67b31c2042bedb88d658452905e9be388cf498c6d057b71eba2133c26af5e031
303,0xCa16b6208EfA84e543D48904f853265Bc2705Cc1,3222,3222,exact-id,,8,2,8,2,34967163,0x50fa1a6c23100212ea492b1915d44fb66134083051c9a48a72aaf5ebfd0416ec
304,0x4CFD59Ad1d7236Af5C98248435B38e96554CD15B,3532,3532,exact-id,,5,1,5,1,34967178,0x95fdc8362ca05a4f0c50f8ed65cbccf2429ac633a6d747aa08175b370678065c
305,0xb55Df3a73E9f8bc8E41E83f387695EACDaB269D2,3839,3839,exact-id,,6,1,6,1,34967193,0xfd105b46c90580152b0aeec1f392a23800876b8841f869c14ff0ddf61ec265ef
306,0x4CFD59Ad1d7236Af5C98248435B38e96554CD15B,3968,3968,exact-id,,2,1,2,1,34967208,0x6a1f2b49b8d33249198bccd3e396c254c1600c450f8396198a1115920d78e914
307,0x71F9CCd68bf1f5F9b571f509E0765A04ca4fFad2,4042,4042,exact-id,,1,0,1,0,34967223,0xd4b1bb85e0c0394b656b093b7a8220bf4df35b7511f9980ac650c1c85ffcf301
308,0x13a78895e2da9f3E373463EAF943a97f4432781A,4243,1372,same-floor-same-tier,pause-block-holder,7,1,7,1,34967238,0x679c068a8e4a82e0145b039627def3cb8779376ddaab176513f754ce44fb61e3
309,0x71F9CCd68bf1f5F9b571f509E0765A04ca4fFad2,4385,4385,exact-id,,7,0,7,0,34967253,0x12bce70190b21709eea1ce275b96f65f85b2d7bb459a289f7a7eb3b86b4c8670
310,0xAdD446D98CaD965A86F4D69991C2b5519a107701,1132,1132,exact-id,,0,0,0,0,34967378,0x5b678061557df005907aabb06442ee2a9cc28fcd577a7168b40cb0b4465172b0
311,0xfcb20812630a0EEa6cFe62791F92a424b248d447,1619,1619,exact-id,,8,0,8,0,34967395,0x001ecc13fa292722788cd13a72b0816c62362cd2df452eda20bed3d662a6b18b
312,0xfcb20812630a0EEa6cFe62791F92a424b248d447,2403,2403,exact-id,,2,0,2,0,34967410,0x8a78dc930a63556546dc91156159b446cbae7a926a297cd2fcef5e50c640b1c3
313,0x1ff67d19f75ad2F9375db66d6d27F29BCe8b56D1,2708,393,same-floor-same-tier,pause-block-holder,2,0,2,0,34967423,0x3d9c7dd74cafc501c6c19c02f2f176a39102aa0e3dc5c272222f8ca9faffe958
314,0xAdD446D98CaD965A86F4D69991C2b5519a107701,3203,3203,exact-id,,2,0,2,0,34967440,0x192a86112c5bbb162c2adafaf36feb49202818b6c0baad0560810a02ccb530a7
315,0x71F9CCd68bf1f5F9b571f509E0765A04ca4fFad2,4254,4254,exact-id,,1,0,1,0,34967455,0xf7cb3cada8cb26213777168e198d2e64436629b494d08e1d41a56f19ec8f0e8d
316,0xAdD446D98CaD965A86F4D69991C2b5519a107701,4295,4295,exact-id,,6,1,6,1,34967470,0x7c76515aa090243c680508ac41a2289f05676d8a2320b8009902dae511097be4
317,0x5CF9B3Fc56305251f7737437c4EA9Cd8bdBf8252,94,94,exact-id,,7,0,7,0,34973323,0x377ffbf4fd02fda8c1f0345bdf4673917a1081624a594de300e700c2ef8c4cbc
318,0x8DDf5ce5C373F18c3cae5C720250deE928C5C07d,315,377,same-floor-same-tier,repeated-incident-id,1,0,1,0,34973339,0x33f9c69df711849839fae83f4b6b29084cadb5cf34e38aa9dcb4cacd4f92ba41
319,0xaD128B4FD496Ca73eb54B93529A0519C875125cE,317,308,same-floor-same-tier,pause-block-holder,5,0,5,0,34973355,0xda08279a474da27fc105fcc44302f334a7f3c0944835ef34376949fd9ddd83d4
320,0xd087A7aF5e0DC9983dFFbe44C72d291E2661b4b4,379,379,exact-id,,1,1,1,1,34973374,0x9602906e17cc873c58498b46d7b52dc0c954b94d8f48f15b044843d957c8c3ca
321,0x4A301A07e220BF6663D965bb1B4E80AB87508734,408,408,exact-id,,4,1,4,1,34973391,0xc56e06ce2b85b77a615f75ba4fb967c3c6fa9c5072509d1b56778384f0ef3b4b
322,0xb265580A69C9B40AE89BeFd737Dccfa1F477893D,515,515,exact-id,,2,0,2,0,34973407,0x47c7fabd336b98a2601116345f37b84f8fa4254f80d78a346b0a9acd3e1d2f82
323,0xaD128B4FD496Ca73eb54B93529A0519C875125cE,551,582,same-floor-same-tier,repeated-incident-id,9,0,9,0,34973421,0x8968fdc56fd517a99360d45240ed5ea8f049600dbd935b6aee22940215c7d4a7
324,0x117666Ca1e398f5fAcd20aD95812547d6A294188,870,870,exact-id,,3,0,3,0,34973436,0x692b1b01d06cf41a45cc042b8a8bada23ab941bd0fc48e962cc970f28b54f4df
325,0x8DDf5ce5C373F18c3cae5C720250deE928C5C07d,977,977,exact-id,,8,2,8,2,34973451,0x811f3f022da53ec50b5d0eb584fcb093db22a79e1019a81a3ed17d445175caad
326,0x117666Ca1e398f5fAcd20aD95812547d6A294188,990,990,exact-id,,0,0,0,0,34973466,0x657b89bb459b6ad173c5e92c00e9be29ecebd27d7f37c3383d798f401ee51fc2
327,0xb265580A69C9B40AE89BeFd737Dccfa1F477893D,1050,1050,exact-id,,3,1,3,1,34973481,0x0d7b221d1bda5fe0afdf90bd385c36c544be62474331ae54a1d5a942d560117b
328,0xb265580A69C9B40AE89BeFd737Dccfa1F477893D,1287,690,same-floor-same-tier,pause-block-holder,6,1,6,1,34973496,0x2867ca66339cb427182e9de517b147f6e6d5aac5756ad4ae806b2ffb6956a018
329,0x117666Ca1e398f5fAcd20aD95812547d6A294188,1315,1315,exact-id,,9,1,9,1,34973510,0x39776c97e936a798ddda56a60391b79a6f4f0445e22602cdbeaa98d3dadcb3e6
330,0xb265580A69C9B40AE89BeFd737Dccfa1F477893D,1388,1388,exact-id,,9,0,9,0,34973527,0x354da9b71e646422600df5b5141ae39092839051313830c9685c64c5a423eb6d
331,0xaD128B4FD496Ca73eb54B93529A0519C875125cE,1628,1628,exact-id,,6,0,6,0,34973542,0xf57b6d5357a072c02e8bc33d6a10ca54ab04bcfa82f2fcc0040689cc41623770
332,0x8DDf5ce5C373F18c3cae5C720250deE928C5C07d,1694,1694,exact-id,,1,0,1,0,34973557,0x3de54947efc84806a5002851b6c6b2b96c766426ac42ed6e786d5d96264fa1bb
333,0x8DDf5ce5C373F18c3cae5C720250deE928C5C07d,1922,1922,exact-id,,6,0,6,0,34973573,0x65679635751be67d47a53571edf2d9ce46b3d3e928a5ff73087884d8accaea54
334,0xaD128B4FD496Ca73eb54B93529A0519C875125cE,1990,1990,exact-id,,8,1,8,1,34973587,0xf65eb8806f8e7fb36c22ab25c34468b549b0a8914e440619f854423b47b6e9a5
335,0x8DDf5ce5C373F18c3cae5C720250deE928C5C07d,2100,2100,exact-id,,6,2,6,2,34973603,0xe35ce85a413415ab268b5e7e7ce822066072de5117ebf081d2ca4357d22cbd8c
336,0xaD128B4FD496Ca73eb54B93529A0519C875125cE,2145,696,same-floor-same-tier,pause-block-holder,6,0,6,0,34973618,0xbbeee53f386b84ec47aecf0cea1ddaed712f2a27dece3e262ea43c16aa7a3ce3
337,0x117666Ca1e398f5fAcd20aD95812547d6A294188,2188,2188,exact-id,,2,0,2,0,34973633,0x7964e06421c0347545b17d930eeb0b8c546970d1ca5b423ed96e9607f69dea86
338,0xaD128B4FD496Ca73eb54B93529A0519C875125cE,2243,2243,exact-id,,3,0,3,0,34973648,0x7a60dffa0b54f3d2cbeebe6c2dc7ca6568d700b1723b4b19ffe6a049bf5e96c8
339,0x117666Ca1e398f5fAcd20aD95812547d6A294188,2299,846,same-floor-same-tier,pause-block-holder,7,0,7,0,34973663,0x81b6e7aa851508eb42b39353d3cc1424bc70e39522cac3ba272771555ec034d8
340,0x117666Ca1e398f5fAcd20aD95812547d6A294188,2843,2843,exact-id,,8,0,8,0,34973693,0x28f1f4ae18a2cc3bf207f4147c27534afa0bce06e048de13059cad4ba69692c6
341,0xb265580A69C9B40AE89BeFd737Dccfa1F477893D,2854,2854,exact-id,,1,0,1,0,34973708,0x548d2a2d182a46fdd4b04c41d0cee9b44185825d97cad93821dc4793c8fb9bde
342,0x71F9CCd68bf1f5F9b571f509E0765A04ca4fFad2,2979,811,same-floor-same-tier,repeated-incident-id,4,0,4,0,34973729,0x687881f049b33723b0cd727ce859ebbdf77649a678d8b091bfe7d126ec22609b
343,0x8812d2D42a5D84588040e8f198D592330C28f998,3174,3174,exact-id,,3,1,3,1,34973742,0xebfbce645a3fd2a82454e92dbe45c3c200b8bccee861b0481abe982885b8799a
344,0x253c467Bcfd7783598EE970696093EC26d2C58d5,3179,3179,exact-id,,4,0,4,0,34973758,0xf74ef96c2d87810803e6d9363efd202207107e36c3bbec1cfa36e13d49ad43e5
345,0x117666Ca1e398f5fAcd20aD95812547d6A294188,3224,3224,exact-id,,1,1,1,1,34973774,0x64fc82e23924bf89e0eb4ed0a1508078e31755b1bdf4a37049fdebcdfa571a1c
346,0x5CF9B3Fc56305251f7737437c4EA9Cd8bdBf8252,3453,3453,exact-id,,1,0,1,0,34973790,0x7f888d7c800b5c3ce0b19681cf0af173679f7da8e0806cd726ef046f975043af
347,0x117666Ca1e398f5fAcd20aD95812547d6A294188,3455,3455,exact-id,,8,1,8,1,34973804,0xcf46305665dee5831c7bbcc2859418a3f8072238c6c148893582f85fea3d0d11
348,0x8DDf5ce5C373F18c3cae5C720250deE928C5C07d,3530,3530,exact-id,,7,3,7,3,34973822,0x274b63f1cc73a1d7b1e287b4adcc1926e3568e8ee1251c2348744076e9acf2c3
349,0x8DDf5ce5C373F18c3cae5C720250deE928C5C07d,3534,3534,exact-id,,7,2,7,2,34973839,0xa20913d25061fcbae9e9488d21431a39a6e185f46dec6f385450f3798d663be3
350,0x117666Ca1e398f5fAcd20aD95812547d6A294188,3581,3581,exact-id,,0,1,0,1,34973854,0x1ab5761aada3706f9716a7e4e7f12e685b465c2a6b0709d6ad535d4f5db349ec
351,0x0e4cb981Aa087847eF0C9F0C0989d884a86D04c3,3656,3656,exact-id,,7,0,7,0,34973869,0xb474f781f04bbb4c1c32e2ce24b8fb1b8c4d4b84ea7682d0f97b862d64f9e02e
352,0x5CF9B3Fc56305251f7737437c4EA9Cd8bdBf8252,3895,3895,exact-id,,3,1,3,1,34973884,0x556dc956f3a2f872a765a477618c22321e7a9e77756317445bcd037025f7ddaf
353,0x8DDf5ce5C373F18c3cae5C720250deE928C5C07d,3966,291,same-floor-same-tier,repeated-incident-id,1,1,1,1,34973902,0x1f0fce12d51d61cc6c0b956d7af83ba78f6d67bba319363a7be80017bfba7804
354,0xb265580A69C9B40AE89BeFd737Dccfa1F477893D,4370,890,same-floor-same-tier,repeated-incident-id,4,0,4,0,34973920,0x3bb66ae830ad1af6f0e020540f533151d0ad50bf53cd8d16156fed3250fb2fee
355,0x8FfDBCAEB22E3f577a4EfBC45b7823d4659AD280,34,34,exact-id,,6,1,6,1,34974062,0xc6ceda7f2251420a1714ce0aabdd6e8e151be5536192a055ce8335198644d0dd
356,0x8FfDBCAEB22E3f577a4EfBC45b7823d4659AD280,1674,894,same-floor-same-tier,repeated-incident-id,6,0,6,0,34974076,0xa69bf5ba0b3189d044d7fb2f88f8a6ee8155229e0839acb6a3e0d59c78a925d4
357,0x8FfDBCAEB22E3f577a4EfBC45b7823d4659AD280,4355,4355,exact-id,,8,0,8,0,34974090,0x72507dffd63d5c34a2359348f38641336399d95d0472d01bfff842aaffad69a0
358,0x37bbFc32408449Ec4251bf3C2fef4F7CD52746ba,1869,1115,same-floor-same-tier,repeated-incident-id,0,0,0,0,34978450,0x9a31ea061636841c7c4ff4f26c3ff1dfafcb3d16576b2f768548546e2e5f45ad
359,0x88730b72FE6099453868f9aA80a6fA7b8253DF8c,3579,3579,exact-id,,9,1,9,1,34978463,0x785cab09e3838f7142c9e5a3d938c92387f9581a8b7195b9bc99790e43066cef
